1boy,"1个男人,1男"
love_triangle,"三角恋"
love_wing_bell,"爱翼铃"
lovely_x_cation,"可爱的x阳离子"
lovely_x_cation_2,"可爱的x阳离子2"
lovers_(game),"恋人(游戏)"
low-braided_long_hair,"低编长发"
low-cut,"低胸"
low-cut_armhole,"低胸袖窿"
low-leg_panties,"低腰式内裤"
low-tied_long_hair,"长发低马尾,直发"
low_braid,"低编织"
low_key_lighting,"低调照明"
low_key_photography,"低调摄影"
low_neckline,"低领口"
low_ponytail,"低扎马尾,低马尾辫"
low_quality,"低质量"
low_res,"低分辨率"
low_tied_hair,"低绑头发"
low_twin_braids,"低双辫,低双辫子"
low_twintails,"低双马尾,低扎双尾"
low_wings,"腰部附近的翅膀,低翼"
lowe_(slow),"低(慢)"
lower_body,"下半身"
lower_teeth,"下牙"
lowleg,"低胸装,低腿"
lowleg_bikini,"位置比较低的比基尼,低腰比基尼,低腿比基尼"
lowleg_panties,"低腿内裤"
lowleg_pants,"低腰裤子,低腿裤"
lowleg_pantyhose,"低筒连裤袜"
lowleg_shorts,"低筒短裤"
lowleg_skirt,"低腿裙"
lowlight_kirilenko,"低光基里连科"
lozelia,"洛泽利亚"
lr_hijikata,"lr土方"
lrk,"卢克"
lrl_(last_origin),"lrl(最后一个来源)"
lu_xueqi_(zhu_xian),"陆雪琪(诛仙)"
lube,"润滑油"
lubikaya,"卢比卡亚"
lubrication,"润滑"
luca_(yu-gi-oh!),"卢卡(yu-gi-oh!)"
luca_kaneshiro,"卢卡金城"
luca_truelywaath,"卢卡真正地"
lucario,"路卡利欧"
lucas_(pokemon),"卢卡斯(口袋妖怪)"
lucca_ashtear,"卢卡阿什蒂尔"
luchador_mask,"luchador面具"
lucia_(pangya),"圣卢西亚(攀牙)"
lucia_(punishing:_gray_raven),"lucia(惩罚：灰鸦)"
lucia_(scott_malin),"露西亚(斯科特·马林)"
luciana_mazzei,"卢西亚娜·马泽"
lucid_(maplestory),"清醒(枫树)"
lucidsky,"清醒的天空"
lucie,"露西"
lucie_(millie_parfait),"露西(米莉冻糕)"
luciela_r._sourcream,"卢西拉河酸奶油"
lucifer_(helltaker),"路西法(helltaker)"
lucifer_(shingeki_no_bahamut),"路西法(shingekinobahamut)"
lucifer_(umineko),"路西法(umineko)"
lucifero,"路西法"
lucina_(fire_emblem),"lucina(火徽)"
lucina_(spring)_(fire_emblem),"lucina(春天)(火徽)"
lucio_(overwatch),"卢西奥(守望先锋)"
luck_&_logic,"运气与逻辑"
lucknight,"幸运之夜"
lucky_beast_(kemono_friends),"幸运兽(kemono朋友)"
lucky_star,"幸运星"
lucy_(elfen_lied),"露西(精灵撒谎)"
lucy_heartfilia,"露西heartfilia"
lucy_maria_misora,"露西玛丽亚美空"
lucy_steel,"露西钢"
ludger_will_kresnik,"ludger将kresnik"
luffyko,"路飞哥"
lufi_ays,"路飞是的"
luger_p08,"雪橇犬p08"
luggage,"行李"
lugia,"路奇亚"
luicent,"流利的"
luigi,"路易吉"
luigi's_mansion,"路易吉的豪宅"
luigi_(cosplay),"路易吉(角色扮演)"
luigi_di_savoia_duca_degli_abruzzi_(kancolle),"luigidisavoiaducadegliabruzzi(舰娘)"
luigi_torelli_(kancolle),"路易吉·托雷利(舰娘)"
luka_(mon-musu_quest!),"卢卡(mon-musu任务！)"
luke_(dydansgur),"卢克(dydansgur)"
luke_fon_fabre,"卢克冯法布尔"
luke_pearce_(tears_of_themis),"卢克·皮尔斯(忒弥斯的眼泪)"
luke_skywalker,"卢克天行者"
lulu_(league_of_legends),"lulu(英雄联盟)"
luluco,"卢卢科"
lum,"流明"
lum_(cosplay),"流明(角色扮演)"
luma_(mario),"亮度(马里奥)"
lumarianne20,"卢玛丽安20"
lumiere,"卢米埃尔"
lumine_(genshin_impact),"莹(原神)"
luminogram,"发光图"
luminous,"夜光"
luminous_(madoka_magica),"夜光(魔法小圆)"
luminous_arc,"发光弧线"
luminyu,"鲁豫"
lumo_1121,"亮度1121"
luna_(konosuba),"月神(konosuba)"
luna_(mi-chanman),"露娜(mi-chanman)"
luna_(my_little_pony),"露娜(我的小马驹)"
luna_(reclaimed_land),"luna(填海地)"
luna_(sailor_moon),"luna(水手月亮)"
luna_(sailor_moon)_(human),"luna(水手月亮)(人类)"
luna_(shadowverse),"月神(影子)"
luna_child,"露娜孩子"
luna_lia,"月神利亚"
luna_nova_school_uniform,"lunanova校服"
lunacats,"疯猫"
lunacle,"月饼"
lunala,"月神"
lunalu_(granblue_fantasy),"lunalu(碧蓝幻想)"
lunamaria_hawke,"月神霍克"
lunamoon,"月亮"
lunar,"农历"
lunar_tear,"月泪"
lunasa_prismriver,"lunasa棱镜河"
lunatic_(tiger_&_bunny),"疯子(老虎和兔子)"
lunatic_gun,"疯子枪"
lunatone,"月牙"
lunch_(dragon_ball),"午餐(七龙珠)"
lunch_(lunchicken),"午餐(午餐)"
lunch_boxer,"午餐拳击手"
lunchbox,"饭盒"
lungmen_dollar,"肺门元"
luo_tianyi,"罗天一"
luoxiaohei,"洛小黑"
luozhu_(the_legend_of_luoxiaohei),"洛珠(洛小黑的传说)"
lupinus_virtual_games,"羽扇豆虚拟游戏"
lurantis,"卢兰蒂斯"
lusamine_(pokemon),"lusamine(口袋妖怪)"
luse_maonang,"露丝猫囊"
lust_(fma),"欲望(fma)"
lustre_prints,"光澤打印"
lute_(fire_emblem),"琵琶(火徽)"
lute_(instrument),"琵琶(乐器)"
lutherniel,"路德尼尔"
luthica_preventer,"luthica预防器"
lux_(league_of_legends),"勒克斯(英雄联盟)"
luxray,"勒克斯瑞"
luz_noceda,"卢斯诺塞达"
luzi,"芦子"
lwmmg_(girls'_frontline),"lwmmg(少女前线)"
lycanroc_(dusk),"lycanroc(黄昏)"
lycanroc_(midday),"lycanroc(中午)"
lycanroc_(midnight),"lycanroc(午夜)"
lycoris_princess,"石蒜公主"
lycoris_recoil,"石蒜后坐力"
lydia601304,"莉迪亚601304"
lydian_academy_uniform,"lydian学院制服"
lying,"说谎"
lying_card,"说谎卡"
lying_on_another,"躺在另一个上"
lying_on_back,"仰躺"
lying_on_lap,"躺在膝盖上"
lying_on_person,"躺在人身上"
lying_on_side,"侧卧"
lying_on_stomach,"趴着"
lying_on_water,"躺在水上"
lyle_dylandy,"莱尔·迪兰迪"
lyn_(blade_&_soul),"林恩(刀锋与灵魂)"
lyn_(fire_emblem),"林(火徽)"
lynchis,"林吉斯"
lynette_bishop,"丽奈特主教"
lynn_minmay,"林恩·敏梅"
lynus,"林纳斯"
lyra-kotto,"天琴座"
lyra_(pokemon),"天琴座(口袋妖怪)"
lyre,"里拉琴"
lyria_(granblue_fantasy),"lyria(碧蓝幻想)"
lyrica_prismriver,"莉莉卡棱镜河"
lyrical_lyric,"抒情抒情"
lyrical_nanoha,"抒情的纳米叶"
lyrics,"歌词"
lysander_z,"莱山德z"
lysandre_(pokemon),"lysandre(宠物小精灵)"
lysithea_von_ordelia,"丽西娅·冯·奥德利亚"
lyza_(made_in_abyss),"lyza(在深渊中制造)"
m-da_s-tarou,"m-das-太郎"
m-rs,"女士"
m.m,"毫米"
m.o.m.o.,"莫莫"
m.u.g.e.n,"穆根"
m_bison,"米野牛"
m_legs,"米腿"
m_mance,"米曼斯"
ma_rukan,"马鲁坎"
maachin,"马钦"
maanu,"马努"
maaryan_(to_heart),"玛雅人(心)"
mabanna,"马班纳"
mabel_pines,"美宝松"
mabing,"马屏"
mabinogi,"马比诺吉"
mabinogi_heroes,"mabinogi英雄"
maboroshi_mochi,"麻糬"
maburaho,"马布拉霍"
mac_star,"麦克星"
macaron,"马卡龙"
macaron_hair_ornament,"马卡龙发饰"
macaroni_art,"通心粉艺术"
macaroni_hourensou,"通心粉小时连苏"
macaw,"金刚鹦鹉"
maccha,"抹茶"
maccha_(mochancc),"抹茶(mochancc)"
macchiato_(jae-min_cho),"玛奇朵(在民町)"
mace,"狼牙棒"
mach_caliber,"马赫口径"
machamp,"马尚"
machete,"砍刀"
machikado_mazoku,"町门魔族"
machiko_(beard),"町子(胡须)"
machiko_ryou,"町子亮"
machimura_komori,"町村小森"
machine,"机器"
machine-doll_wa_kizutsukanai,"机械人偶wakizutsukanai"
machine_(nier),"机(尼尔)"
machine_gun,"机枪"
machinery,"机械"
machinosuke,"机之介"
machismo_fuji,"大男子主义富士"
machoke,"大杂烩"
machop,"机甲"
macintosh,"麦金塔电脑"
macne_series,"macne系列"
macro,"巨大的"
macross,"宏指令"
macross:_do_you_remember_love?,"macross：你还记得爱情吗？"
macross_7,"宏指令7"
macross_delta,"宏指令三角洲"
macross_frontier,"宏观前沿"
macross_frontier:_itsuwari_no_utahime,"超时空要塞边境：itsuwarinoutahime"
macross_frontier:_sayonara_no_tsubasa,"超时空要塞边境：sayonaranotsubasa"
macross_plus,"宏加号"
macross_zero,"宏零"
mad_(hazukiken),"疯狂(hazukiken)"
mad_hatter_(alice_in_wonderland),"疯帽子(爱丽丝梦游仙境)"
mad_hatter_(alice_in_wonderland)_(cosplay),"疯帽子(爱丽丝梦游仙境)(角色扮演)"
mad_max,"疯狂的最大值"
mad_max:_fury_road,"疯狂的麦克斯：狂暴之路"
madara_inosuke,"斑伊之助"
madara_sai,"马达拉赛"
madaraki_fran,"圆木法兰西"
madarame_harunobu,"斑目春信"
made_in_abyss,"深渊制造"
madjian,"马建"
madobe_nanami,"马多贝七海"
madogawa,"圆川"
madoka_aguri,"小圆aguri"
madoka_runes,"圆圆符文"
madotsuki,"圆月"
madou_monogatari,"麻豆物语"
madyy,"麦迪"
mae_(fire_emblem),"mae(火徽)"
mae_(maesanpicture),"前(maesanpicture)"
maebara_keiichi,"前原启一"
maebari,"阴贴,前张"
maeda_koutarou,"前田光太郎"
maeda_risou,"前田理庄"
maeda_toushirou,"前田东四郎"
maeha,"梅哈"
maehara_shinobu,"前原忍"
maekakekamen,"梅卡卡卡面"
maekawa_miku,"前川未来"
maekawa_suu,"前川素"
maenchu,"梦初"
maeshima_shigeki,"前岛茂树"
maeshimashi,"前岛市"
maestrale_(kancolle),"maestrale(舰娘)"
maetel,"美泰"
maett,"马特"
maeya_susumu,"前屋苏苏木"
mafia,"黑手党"
mafia_kajita,"黑手党梶田"
mafumafu,"马夫马夫"
magaeshi,"魔法师"
magai_akashi,"魔界明石"
magaki_ryouta,"magaki凉太"
magallan_(arknights),"麦哲伦(方舟之夜)"
magatama,"弹珠"
magatama_earrings,"magatama耳环"
magatama_hair_ornament,"magatama发饰"
magatama_necklace,"珠玉项链"
magatsuchi_shouta,"magatsuchi昭和"
magazine_(object),"杂志(对象)"
magazine_(weapon),"杂志(武器)"
magazine_cover,"杂志封面"
magazine_scan,"杂志扫描"
mage_(7th_dragon),"法师(七龙珠)"
mage_(disgaea),"法师(disgaea)"
mage_(dungeon_and_fighter),"法师(地下城与战士)"
mage_(ragnarok_online),"法师(仙境传说在线)"
mage_staff,"法师法杖"
magenta_(atyana),"洋红色(atyana)"
maggi,"美极"
magia_record:_mahou_shoujo_madoka_magica_gaiden,"魔法记录：魔法少女小圆魔法外传"
magic,"魔术"
magic:_the_gathering,"魔术：聚会"
magic_circle,"魔法阵"
magic_girl,"魔法少女"
magic_kaito,"魔法快斗"
magic_knight_rayearth,"魔法骑士rayearth"
magic_school_uniform,"魔法校服"
magic_wand,"魔杖"
magical_halloween,"神奇的万圣节"
magical_mirai_(vocaloid),"神奇的未来(vocaloid)"
magical_musket,"神奇的火枪"
magical_ruby,"魔法红宝石"
magical_sapphire,"魔法蓝宝石"
magician,"魔术师"
magician's_red,"魔术师红"
magician_(china),"魔术师(中国)"
magicians_(zhkahogigzkh),"魔术师(zhkahogigzkh)"
magilou_(tales),"magilou(故事)"
magion02,"魔术师02"
magisa_(granblue_fantasy),"magisa(碧蓝幻想)"
magister,"魔导师"
magna_carta,"大宪章"
magnemite,"磁铁矿"
magnet,"磁铁"
magnet_(vocaloid),"磁铁(vocaloid)"
magneton,"磁子"
magnezone,"磁区"
magnifying_glass,"放大镜"
mago,"玛格"
mago_(gengennikoniko),"魔法师(gengennikoniko)"
magolor,"玛格勒"
magowasabi,"马戈萨比"
magukappu,"摩加布"
maguro_(mawaru_sushi),"maguro(mawaru寿司)"
magus_(chrono_trigger),"magus(计时触发器)"
magus_tale,"魔术师的故事"
maguta,"马古塔"
mahan,"马汉"
mahcdai,"马赫代"
mahira_(granblue_fantasy),"mahira(碧蓝幻想)"
mahito,"真人"
mahjong,"麻将"
mahjong_soul,"麻将魂"
mahjong_table,"麻将桌"
mahjong_tile,"麻将牌"
maho_(princess_connect!),"maho(公主连接！)"
maho_(yakimorokoshi),"maho(烧摩越)"
maho_moco,"马霍莫科"
mahora_academy_middle_school_uniform,"mahora学院中学制服"
mahoraba,"马霍拉巴"
mahoromatic,"魔音"
mahou_girls_precure!,"mahou女孩precure!"
mahou_no_tenshi_creamy_mami,"mahounotenshi奶油妈妈"
mahou_senki_lyrical_nanoha_force,"mahousenki抒情nanohaforce"
mahou_sensei_negima!,"mahou老师negima!"
mahou_shoujo_(raita),"魔法少女(raita)"
mahou_shoujo_ai,"魔法少女爱"
mahou_shoujo_ikusei_keikaku,"魔法少女ikuseikeikaku"
mahou_shoujo_ikusei_keikaku_limited,"魔法少女ikuseikeikakulimited"
mahou_shoujo_ikusei_keikaku_restart,"魔法少女ikuseikeikaku重启"
mahou_shoujo_ikusei_keikaku_unmarked,"魔法少女ikuseikeikakuunmarked"
mahou_shoujo_lyrical_nanoha,"mahoushoujo抒情nanoha"
mahou_shoujo_lyrical_nanoha_a's,"mahoushoujo抒情nanohaa's"
mahou_shoujo_lyrical_nanoha_a's_portable:_the_gears_of_destiny,"mahoushoujo抒情nanohaa的便携式：fate的齿轮"
mahou_shoujo_lyrical_nanoha_innocent,"mahoushoujo抒情nanoha无辜"
mahou_shoujo_lyrical_nanoha_reflection,"mahoushoujo抒情nanoha反射"
mahou_shoujo_lyrical_nanoha_strikers,"mahoushoujo抒情nanha前锋"
mahou_shoujo_lyrical_nanoha_vivid,"mahoushoujo抒情nanoha生动"
mahou_shoujo_madoka_magica,"魔法少女小圆"
mahou_shoujo_oriko_magica,"魔法少女orikomagica"
mahou_tsukai_no_yome,"魔法使之夜"
mahoujin_guruguru,"魔后金上师"
mai_(touhou),"舞(东方)"
mai_natsume,"梅夏目"
maid,"女佣"
maid_apron,"女仆围裙"
maid_bikini,"女仆比基尼"
maid_cachusha,"女仆头饰"
maid_cafe,"女仆咖啡厅"
maid_costume,"女仆"
maid_day,"女仆日"
maid_leotard,"女仆紧身衣"
maidforge,"女工锻造"
maikaze_(kancolle),"舞风(舰娘)"
maiku,"舞酷"
mail,"邮件"
mailbox_(incoming_mail),"邮箱(收到的邮件)"
mailman,"邮递员"
maine_(honzuki_no_gekokujou),"缅因州(本月之月)"
maintenance_musume_(kancolle),"维修娘(舰娘)"
mairimashita!_iruma-kun,"舞美下！入间君"
mairo,"麦罗"
maison_ikkoku,"一国之家"
maita_rui,"麦塔瑞"
maitake_(kinokonabe_hinanjo),"舞茸(kinokonabehinanjo)"
maitetsu,"舞铁"
maitora,"迈托拉"
maitou,"麦头"
majamari,"马加马里"
majestic_prince,"雄伟的王子"
majiang,"麻江"
majikina_mina,"majikina米娜"
majima_gorou,"真岛五郎"
majin_android_21,"魔人机器人21"
majin_buu,"魔人布欧"
majin_gappa,"魔人gappa"
majin_tantei_nougami_neuro,"魔人探亭nougami神经"
majokko_(kancolle),"majokko(舰娘)"
majorina,"马约纳"
maka_(morphine),"马卡(吗啡)"
maka_albarn,"马卡阿尔巴恩"
makabe_gorou,"真壁五郎"
makacoon,"马卡孔"
makai_no_juumin,"魔界之主民"
makai_senki_disgaea_2,"魔界战记2"
makai_senki_disgaea_3,"魔界战记3"
makai_senki_disgaea_4,"魔界战记4"
makai_senki_disgaea_5,"魔界战记5"
makai_shin_trillion,"魔界新万亿"
makai_tenshi_djibril,"魔界天师djibril"
makaimura,"牧村"
makaria,"马卡里亚"
makarou,"马卡罗"
make-up,"浓装"
make_a_contract,"签订合同"
make_up_in_halloween!_(umamusume),"万圣节化妆！(umamusume)"
makeup_brush,"化妆刷"
maki-e,"莳绘"
maki_(blue_archive),"maki(蓝色档案)"
maki_(natoriumu),"真希(natoriumu)"
maki_(seventh_heaven_maxion),"真希(第七天堂)"
maki_daikichi,"真纪大吉"
maki_ikazuya,"真纪ikazuya"
maki_keigo,"真纪圭吾"
maki_natsuo,"真希夏尾"
maki_oze,"尾濑真希"
maki_soutoki,"真纪相时"
makiaato,"马基亚托"
makidera_kaede,"牧寺枫"
makigai,"牧街"
makigumo_(kancolle),"卷云(舰娘)"
makihara_arina,"卷原有菜"
makihara_shiho,"牧原志保"
makihitsuji,"牧羊人"
makima_(chainsaw_man),"makima(电锯人)"
makimura_shunsuke,"牧村俊介"
makina_nakajima,"中岛牧菜"
makinami_(kancolle),"卷波(舰娘)"
makinami_mari_illustrious,"卷波mari杰出"
makinaru,"卷尾"
making-of,"制作"
making-of_available,"制作可用"
makino_(ukiuo),"牧野(ukiuo)"
makino_kanna,"牧野环奈"
makino_ruki,"牧野ruki"
makirin,"马基林"
makise_kurisu,"牧濑红栖"
makise_minami,"牧濑南"
makishima_azusa,"牧岛梓"
makita_(twosidegekilove),"牧田(twosidegekilove)"
makita_maki,"牧田真希"
makizushi,"卷寿司"
makkachin,"马卡钦"
mako-chan_(minami-ke),"真子酱(南家)"
makochin,"马科钦"
makoto_(minami-ke),"诚(南家)"
makoto_(princess_connect!),"诚(公主连接！)"
makoto_(street_fighter),"诚(街头霸王)"
makoto_nanaya,"七谷诚"
maku-raku,"幕乐"
maku_ro,"幕露"
makun_dx,"马昆dx"
makuran,"马库兰"
makuro,"小黑"
makuwauri,"幕和里"
malariya,"马拉里亚"
malasada,"马拉萨达"
malcorond,"马尔科龙"
male,"男人"
male_doctor_(arknights),"男医生(arknights)"
male_focus,"男性焦点"
male_hand,"男手"
male_harem,"男性后宫"
male_lactation,"男性哺乳期"
male_masturbation,"男性手淫"
male_on_futa,"男性对futa"
male_playboy_bunny,"男性花花公子兔子"
male_pov,"主观视角"
male_priest_(dungeon_and_fighter),"男神父(地下城与斗士)"
male_protagonist_(pokemon_go),"男主角(口袋妖怪围棋)"
male_pubic_hair,"男性阴毛"
male_swimwear,"男泳装"
male_swimwear_challenge,"男泳装挑战"
male_underwear,"男性内衣"
male_underwear_aside,"除了男性内衣"
male_underwear_peek,"男性内衣偷看"
male_underwear_pull,"男内裤拉"
malenia_blade_of_miquella,"miquella的malenia刀片"
malenia_goddess_of_rot,"malenia腐烂女神"
malik_caesars,"马利克凯撒"
malina_(helltaker),"玛莉娜(地狱猎手)"
malino_(dream_maker),"马利诺(造梦者)"
mall,"购物中心,商场"
mallizmora,"马利兹莫拉"
mallow_(pokemon),"锦葵(口袋妖怪)"
malon,"马龙"
mama_(mama_hiro),"妈妈(妈妈宏)"
mamaloni,"马马洛尼"
mame,"妈妈"
mameeekueya,"马米奎亚"
mamel_27,"马梅尔27"
mamemaki,"豆卷"
mamemochi,"豆饼"
mameshiba,"豆柴"
mami_(apsaras),"妈妈(飞天)"
mami_mogu_mogu,"妈咪魔古魔古"
mamiina,"玛米娜"
mamimi_(mamamimi),"妈妈咪咪(mamamimi)"
mamiya_(kancolle),"间宫(舰娘)"
mamiyama,"间山"
mammon_(umineko),"玛门(umineko)"
mamo_williams,"马莫威廉姆斯"
mamuru,"马穆鲁"
mamyouda,"马友达"
man_(man-room),"人(人间)"
man_face,"男人的脸"
mana_(remana),"法力(remana)"
mana_(tsurubeji),"法力(tsurubeji)"
mana_khemia_(series),"法力克米亚(系列)"
manacles,"宽手铐"
manaka_(pdx),"马纳卡(pdx)"
manaka_hitomi,"真中瞳"
manaka_lala,"马纳卡拉拉"
manaka_non,"马纳卡非"
manako,"真菜子"
manaphy,"魔法"
manaria_friends,"manaria朋友"
manarou,"马纳鲁"
manboobs,"男人胸部"
mandarin_collar,"国字领"
mandarin_orange,"橘子"
mandibles,"下颌骨"
mandragora,"曼陀罗"
mandricardo_(fate),"曼德里卡多(fate)"
mane,"鬃毛"
manectric,"电动"
maneki-neko,"招财猫"
maneki-neko_(fujifuji),"招财猫(富士富士)"
manga_(object),"漫画(对象)"
manga_panel_redraw,"漫画面板重绘"
manga_time_kirara,"漫画时间kirara"
mango,"芒果"
mango_(mgo),"芒果(mgo)"
manhattan_cafe_(umamusume),"曼哈顿咖啡馆(umamusume)"
manhole,"沙井"
manhole_cover,"井盖"
maniacpaint,"疯人漆"
manicure,"修指甲"
manio,"马尼奥"
manji_taba,"曼吉塔巴"
manjirou_(manji_illust),"万次郎(manjiillust)"
manjuu_(azur_lane),"馒头(碧蓝航线)"
mankanshoku_mako,"万色魔子"
mankanshoku_matarou,"满目食太郎"
manly,"男子气概"
mannack,"曼纳克"
mannequin,"模特"
mannosuke,"曼诺助"
mano_aloe,"马诺芦荟"
manoji,"马诺吉"
mansion,"豪宅"
manta_ray,"蝠鲼"
manticore_(arknights),"蝎尾狮(arknights)"
manticore_(monster_girl_encyclopedia),"manticore(怪物少女百科全书)"
mantine,"曼丁"
mantis_girl,"螳螂女"
mantyke,"曼蒂克"
manuela_casagranda,"曼努埃拉卡萨格兰达"
mao_(darker_than_black),"毛(比黑色更黑)"
mao_(disgaea),"毛(disgaea)"
mao_(expuella),"毛(前驱)"
mao_lian_(nekokao),"毛连(nekokao)"
mao_yu,"毛宇"
maosame,"毛豆"
maou_alba,"毛阿尔巴"
maou_beluzel,"毛贝鲁泽尔"
maou_sadao,"猫尾刀"
maoyuu_maou_yuusha,"猫游猫游侠"
map,"地图"
map_(blue_catty),"地图(蓝斤)"
map_(object),"地图(对象)"
maple_(bofuri),"枫木(bofuri)"
maple_(nekopara),"枫木(nekopara)"
maple_leaf,"枫叶"
maple_leaf_print,"枫叶印花"
maple_tree,"枫树"
maplestory,"枫叶树"
mapo_tofu,"麻婆豆腐"
mappaninatta,"马帕尼塔"
maracas,"马拉卡斯"
marble_(toy),"大理石(玩具)"
marbleizing,"仿大理石纹"
marceline_abadeer,"玛瑟琳阿巴德"
march,"三月"
march-bunny,"三月兔"
march_ab,"三月ab"
march_hare_(alice_in_wonderland),"三月兔(爱丽丝梦游仙境)"
marching,"行进"
marching_band,"军乐队"
marching_band_baton,"军乐队指挥棒"
marcille,"马西尔"
marco_(one_piece),"马可(一件)"
marco_albiero,"马可·阿尔比罗"
marco_bodt,"马尔科·博特"
marcy_(chrono_cross),"马西(计时十字)"
mareanie,"玛丽妮"
mareep,"马里普"
margaret_(persona),"玛格丽特(角色)"
margaretha_sorin,"玛格丽莎·索林"
margay_(kemono_friends),"玛盖(kemono朋友)"
margay_print,"玛盖印花"
mari_(blue_archive),"mari(蓝色档案)"
mari_(dream_c_club),"玛丽(梦想c俱乐部)"
mari_(omori),"万里(森)"
mari_audio,"玛丽音频"
maria_(fire_emblem),"玛丽亚(火徽)"
maria_(hayate_no_gotoku!),"玛丽亚(hayatenogotoku!)"
maria_(syake-uni),"玛丽亚(syake-uni)"
maria_(umineko),"玛丽亚(umineko)"
maria_balthasar,"玛丽亚·巴尔塔萨"
maria_cadenzavna_eve,"玛丽亚华彩前夜"
maria_campbell,"玛丽亚坎贝尔"
maria_holic,"玛丽亚狂热"
maria_renard,"玛丽亚·雷纳德"
maria_robotnik,"玛丽亚机器人尼克"
maria_traydor,"玛丽亚·特雷多"
mariah_(jojo),"玛丽亚(jojo)"
